Element, vertices.x, vertices.y, vertices.z, vertices.w
582,  6.37602,  0.00, -0.57877,  0.00
583,  6.387,  0.00, -0.57063,  0.00
584,  6.39649,  0.00, -0.56116,  0.00
585,  6.40441,  0.00, -0.55044,  0.00
586,  6.41069,  0.00, -0.53852,  0.00
587,  6.41526,  0.00, -0.52543,  0.00
588,  6.41805,  0.00, -0.51124,  0.00
589,  6.419,  0.00, -0.496,  0.00
590,  6.41806,  0.00, -0.48103,  0.00
591,  6.41525,  0.00, -0.46714,  0.00
592,  6.41056,  0.00, -0.45437,  0.00
593,  6.404,  0.00, -0.44278,  0.00
594,  6.39557,  0.00, -0.43239,  0.00
595,  6.38525,  0.00, -0.42325,  0.00
596,  6.37307,  0.00, -0.4154,  0.00
597,  6.359,  0.00, -0.40889,  0.00
598,  6.34307,  0.00, -0.40375,  0.00
599,  6.32525,  0.00, -0.40003,  0.00
600,  6.30556,  0.00, -0.39776,  0.00
601,  6.284,  0.00, -0.397,  0.00
602,  6.284,  0.00, -0.307,  0.00
603,  6.30725,  0.00, -0.30709,  0.00
604,  6.32849,  0.00, -0.30494,  0.00
605,  6.34773,  0.00, -0.30072,  0.00
606,  6.36497,  0.00, -0.29456,  0.00
607,  6.38018,  0.00, -0.2866,  0.00
608,  6.39337,  0.00, -0.277,  0.00
609,  6.40455,  0.00, -0.2659,  0.00
610,  6.4137,  0.00, -0.25344,  0.00
611,  6.42083,  0.00, -0.23978,  0.00
612,  6.42592,  0.00, -0.22506,  0.00
613,  6.42898,  0.00, -0.20941,  0.00
614,  6.43,  0.00, -0.193,  0.00
615,  6.42912,  0.00, -0.17699,  0.00
616,  6.42651,  0.00, -0.16201,  0.00
617,  6.42224,  0.00, -0.14812,  0.00
618,  6.41637,  0.00, -0.13541,  0.00
619,  6.40898,  0.00, -0.12393,  0.00
620,  6.40013,  0.00, -0.11375,  0.00
621,  6.38988,  0.00, -0.10495,  0.00
622,  6.3783,  0.00, -0.09759,  0.00
623,  6.36545,  0.00, -0.09175,  0.00
624,  6.35141,  0.00, -0.08749,  0.00
625,  6.33624,  0.00, -0.08488,  0.00
626,  6.32,  0.00, -0.084,  0.00
627,  6.3075,  0.00, -0.08435,  0.00
628,  6.29498,  0.00, -0.08542,  0.00
629,  6.28247,  0.00, -0.0872,  0.00
630,  6.26993,  0.00, -0.0897,  0.00
631,  6.25736,  0.00, -0.09293,  0.00
632,  6.24476,  0.00, -0.09687,  0.00
633,  6.2321,  0.00, -0.10155,  0.00
634,  6.21941,  0.00, -0.10696,  0.00
635,  6.20666,  0.00, -0.11311,  0.00
636,  6.19384,  0.00, -0.11999,  0.00
637,  6.18096,  0.00, -0.12762,  0.00
638,  6.16801,  0.00, -0.136,  0.00
639,  6.168,  0.00, -0.03,  0.00
640,  6.18025,  0.00, -0.02398,  0.00
641,  6.19249,  0.00, -0.01843,  0.00
642,  6.20472,  0.00, -0.01336,  0.00
643,  6.21692,  0.00, -0.00878,  0.00
644,  6.2291,  0.00, -0.0047,  0.00
645,  6.24125,  0.00, -0.00112,  0.00
646,  6.25335,  0.00,  0.00192,  0.00
647,  6.2654,  0.00,  0.00444,  0.00
648,  6.2774,  0.00,  0.00642,  0.00
649,  6.28934,  0.00,  0.00785,  0.00
650,  6.30121,  0.00,  0.00871,  0.00
651,  6.313,  0.00,  0.009,  0.00
652,  6.3437,  0.00,  0.00726,  0.00
653,  6.37268,  0.00,  0.00214,  0.00
654,  6.39975,  0.00, -0.00619,  0.00
655,  6.42474,  0.00, -0.01756,  0.00
656,  6.44747,  0.00, -0.0318,  0.00
657,  6.46775,  0.00, -0.04875,  0.00
658,  6.48541,  0.00, -0.06824,  0.00
659,  6.50026,  0.00, -0.09011,  0.00
660,  6.51213,  0.00, -0.11419,  0.00
661,  6.52083,  0.00, -0.14031,  0.00
662,  6.52618,  0.00, -0.1683,  0.00
663,  6.528,  0.00, -0.198,  0.00
664,  6.52738,  0.00, -0.21549,  0.00
665,  6.52547,  0.00, -0.23285,  0.00
666,  6.52226,  0.00, -0.24989,  0.00
667,  6.51771,  0.00, -0.26644,  0.00
668,  6.5118,  0.00, -0.28233,  0.00
669,  6.5045,  0.00, -0.29737,  0.00
670,  6.49579,  0.00, -0.3114,  0.00
671,  6.48563,  0.00, -0.32422,  0.00
672,  6.474,  0.00, -0.33567,  0.00
673,  6.46087,  0.00, -0.34557,  0.00
674,  6.44622,  0.00, -0.35374,  0.00
675,  6.43,  0.00, -0.36,  0.00
676,  6.44473,  0.00, -0.3687,  0.00
677,  6.45797,  0.00, -0.37786,  0.00
678,  6.46975,  0.00, -0.38756,  0.00
679,  6.48012,  0.00, -0.39789,  0.00
680,  6.4891,  0.00, -0.40892,  0.00
681,  6.49675,  0.00, -0.42075,  0.00
682,  6.50311,  0.00, -0.43345,  0.00
683,  6.50822,  0.00, -0.44711,  0.00
684,  6.51213,  0.00, -0.46181,  0.00
685,  6.51486,  0.00, -0.47764,  0.00
686,  6.51647,  0.00, -0.49467,  0.00
687,  6.51701,  0.00, -0.513,  0.00
688,  6.51537,  0.00, -0.53919,  0.00
689,  6.51058,  0.00, -0.56368,  0.00
690,  6.50275,  0.00, -0.58637,  0.00
691,  6.492,  0.00, -0.60715,  0.00
692,  6.47846,  0.00, -0.62589,  0.00
693,  6.46225,  0.00, -0.6425,  0.00
694,  6.4435,  0.00, -0.65686,  0.00
695,  6.42233,  0.00, -0.66885,  0.00
696,  6.39888,  0.00, -0.67838,  0.00
697,  6.37325,  0.00, -0.68532,  0.00
698,  6.34558,  0.00, -0.68956,  0.00
699,  6.316,  0.00, -0.691,  0.00
700,  6.3035,  0.00, -0.69081,  0.00
701,  6.29144,  0.00, -0.69024,  0.00
702,  6.27978,  0.00, -0.68928,  0.00
703,  6.26848,  0.00, -0.68793,  0.00
704,  6.25749,  0.00, -0.68617,  0.00
705,  6.24675,  0.00, -0.684,  0.00
706,  6.23623,  0.00, -0.68142,  0.00
707,  6.22586,  0.00, -0.67841,  0.00
708,  6.21559,  0.00, -0.67497,  0.00
709,  6.2054,  0.00, -0.67109,  0.00
710,  6.19521,  0.00, -0.66677,  0.00
711,  6.185,  0.00, -0.662,  0.00
712,  6.045,  0.00, -0.682,  0.00
713,  5.956,  0.00, -0.682,  0.00
714,  5.956,  0.00, -0.44,  0.00
715,  5.94716,  0.00, -0.44309,  0.00
716,  5.93862,  0.00, -0.44585,  0.00
717,  5.93035,  0.00, -0.4483,  0.00
718,  5.9223,  0.00, -0.45044,  0.00
719,  5.91445,  0.00, -0.4523,  0.00
720,  5.90675,  0.00, -0.45388,  0.00
721,  5.89918,  0.00, -0.45518,  0.00
722,  5.89171,  0.00, -0.45622,  0.00
723,  5.88428,  0.00, -0.45702,  0.00
724,  5.87688,  0.00, -0.45757,  0.00
725,  5.86947,  0.00, -0.45789,  0.00
726,  5.862,  0.00, -0.458,  0.00
727,  5.83007,  0.00, -0.4561,  0.00
728,  5.79992,  0.00, -0.45051,  0.00
729,  5.77174,  0.00, -0.44144,  0.00
730,  5.74571,  0.00, -0.42907,  0.00
731,  5.72202,  0.00, -0.41361,  0.00
732,  5.70088,  0.00, -0.39525,  0.00
733,  5.68246,  0.00, -0.37418,  0.00
734,  5.66696,  0.00, -0.35059,  0.00
735,  5.65458,  0.00, -0.32469,  0.00
736,  5.64549,  0.00, -0.29666,  0.00
737,  5.6399,  0.00, -0.2667,  0.00
738,  5.638,  0.00, -0.235,  0.00
739,  5.63973,  0.00, -0.20013,  0.00
740,  5.64484,  0.00, -0.16759,  0.00
741,  5.65322,  0.00, -0.13753,  0.00
742,  5.66474,  0.00, -0.11007,  0.00
743,  5.67929,  0.00, -0.08535,  0.00
744,  5.69676,  0.00, -0.0635,  0.00
745,  5.717,  0.00, -0.04465,  0.00
746,  5.73993,  0.00, -0.02893,  0.00
747,  5.76541,  0.00, -0.01647,  0.00
748,  5.79332,  0.00, -0.00741,  0.00
749,  5.82357,  0.00, -0.00187,  0.00
750,  5.856,  0.00,  0.00,  0.00
751,  6.045,  0.00,  0.00,  0.00
752,  5.956,  0.00, -0.075,  0.00
753,  5.866,  0.00, -0.075,  0.00
754,  5.84166,  0.00, -0.07629,  0.00
755,  5.82008,  0.00, -0.08006,  0.00
756,  5.80114,  0.00, -0.08616,  0.00
757,  5.7847,  0.00, -0.09444,  0.00
758,  5.77066,  0.00, -0.10477,  0.00
759,  5.75887,  0.00, -0.117,  0.00
760,  5.74924,  0.00, -0.13098,  0.00
761,  5.74163,  0.00, -0.14656,  0.00
762,  5.73593,  0.00, -0.16359,  0.00
763,  5.732,  0.00, -0.18194,  0.00
764,  5.72973,  0.00, -0.20146,  0.00
765,  5.729,  0.00, -0.222,  0.00
766,  5.7302,  0.00, -0.24482,  0.00
767,  5.7337,  0.00, -0.26619,  0.00
768,  5.73941,  0.00, -0.28603,  0.00
769,  5.74723,  0.00, -0.30422,  0.00
770,  5.75704,  0.00, -0.32066,  0.00
771,  5.76875,  0.00, -0.33525,  0.00
772,  5.78225,  0.00, -0.34788,  0.00
773,  5.79744,  0.00, -0.35844,  0.00
774,  5.81422,  0.00, -0.36684,  0.00
775,  5.83247,  0.00, -0.37297,  0.00
776,  5.8521,  0.00, -0.37673,  0.00
777,  5.873,  0.00, -0.378,  0.00
778,  5.88036,  0.00, -0.37789,  0.00
779,  5.88749,  0.00, -0.37757,  0.00
780,  5.8944,  0.00, -0.37703,  0.00
781,  5.90119,  0.00, -0.37626,  0.00
782,  5.90787,  0.00, -0.37525,  0.00
783,  5.9145,  0.00, -0.374,  0.00
784,  5.92114,  0.00, -0.3725,  0.00
785,  5.92781,  0.00, -0.37074,  0.00
786,  5.93459,  0.00, -0.36872,  0.00
787,  5.94152,  0.00, -0.36643,  0.00
788,  5.94863,  0.00, -0.36386,  0.00
789,  5.956,  0.00, -0.361,  0.00
790,  5.492,  0.00, -0.691,  0.00
791,  5.45,  0.00, -0.691,  0.00
792,  5.105,  0.00, -0.269,  0.00
793,  5.105,  0.00, -0.224,  0.00
794,  5.394,  0.00, -0.224,  0.00
795,  5.394,  0.00,  0.00,  0.00
796,  5.492,  0.00,  0.00,  0.00
797,  5.492,  0.00, -0.224,  0.00
798,  5.565,  0.00, -0.224,  0.00
799,  5.565,  0.00, -0.312,  0.00
800,  5.492,  0.00, -0.312,  0.00
801,  5.392,  0.00, -0.506,  0.00
802,  5.394,  0.00, -0.506,  0.00
803,  5.394,  0.00, -0.312,  0.00
804,  5.23601,  0.00, -0.312,  0.00
805,  4.744,  0.00, -0.682,  0.00
806,  4.655,  0.00, -0.682,  0.00
807,  4.655,  0.00,  0.00,  0.00
808,  4.744,  0.00,  0.00,  0.00
809,  4.744,  0.00, -0.322,  0.00
810,  4.75428,  0.00, -0.33315,  0.00
811,  4.76417,  0.00, -0.34313,  0.00
812,  4.77373,  0.00, -0.35198,  0.00
813,  4.78304,  0.00, -0.35974,  0.00
814,  4.79214,  0.00, -0.36644,  0.00
815,  4.80113,  0.00, -0.37212,  0.00
816,  4.81004,  0.00, -0.37683,  0.00
817,  4.81896,  0.00, -0.38059,  0.00
818,  4.82795,  0.00, -0.38345,  0.00
819,  4.83708,  0.00, -0.38545,  0.00
820,  4.84641,  0.00, -0.38662,  0.00
821,  4.856,  0.00, -0.387,  0.00
822,  4.86907,  0.00, -0.38612,  0.00
823,  4.88127,  0.00, -0.38351,  0.00
824,  4.89253,  0.00, -0.37925,  0.00
825,  4.90282,  0.00, -0.37341,  0.00
826,  4.91207,  0.00, -0.36605,  0.00
827,  4.92025,  0.00, -0.35725,  0.00
828,  4.9273,  0.00, -0.34707,  0.00
829,  4.93318,  0.00, -0.33559,  0.00
830,  4.93785,  0.00, -0.32287,  0.00
831,  4.94123,  0.00, -0.30899,  0.00
832,  4.9433,  0.00, -0.29401,  0.00
833,  4.944,  0.00, -0.278,  0.00
834,  4.944,  0.00,  0.00,  0.00
835,  5.033,  0.00,  0.00,  0.00
836,  5.033,  0.00, -0.275,  0.00
837,  5.03167,  0.00, -0.30444,  0.00
838,  5.02778,  0.00, -0.33126,  0.00
839,  5.02147,  0.00, -0.35548,  0.00
840,  5.01289,  0.00, -0.37711,  0.00
841,  5.00218,  0.00, -0.39615,  0.00
842,  4.9895,  0.00, -0.41263,  0.00
843,  4.97498,  0.00, -0.42653,  0.00
844,  4.95878,  0.00, -0.43789,  0.00
845,  4.94103,  0.00, -0.4467,  0.00
846,  4.92189,  0.00, -0.45299,  0.00
847,  4.9015,  0.00, -0.45675,  0.00
848,  4.88,  0.00, -0.458,  0.00
849,  4.86751,  0.00, -0.45748,  0.00
850,  4.85507,  0.00, -0.45595,  0.00
851,  4.84275,  0.00, -0.45342,  0.00
852,  4.83059,  0.00, -0.44993,  0.00
853,  4.81866,  0.00, -0.44549,  0.00
854,  4.807,  0.00, -0.44012,  0.00
855,  4.79568,  0.00, -0.43387,  0.00
856,  4.78474,  0.00, -0.42674,  0.00
857,  4.77425,  0.00, -0.41877,  0.00
858,  4.76426,  0.00, -0.40997,  0.00
859,  4.75483,  0.00, -0.40037,  0.00
860,  4.746,  0.00, -0.39,  0.00
861,  4.744,  0.00, -0.39,  0.00
862,  4.533,  0.00, -0.421,  0.00
863,  4.52133,  0.00, -0.42698,  0.00
864,  4.50982,  0.00, -0.43242,  0.00
865,  4.49846,  0.00, -0.43733,  0.00
866,  4.48723,  0.00, -0.4417,  0.00
867,  4.47611,  0.00, -0.44555,  0.00
868,  4.46513,  0.00, -0.44888,  0.00
869,  4.45424,  0.00, -0.45168,  0.00
870,  4.44344,  0.00, -0.45396,  0.00
871,  4.43273,  0.00, -0.45573,  0.00
872,  4.4221,  0.00, -0.457,  0.00
873,  4.41152,  0.00, -0.45775,  0.00
874,  4.401,  0.00, -0.458,  0.00
875,  4.37918,  0.00, -0.45705,  0.00
876,  4.35879,  0.00, -0.45424,  0.00
877,  4.33991,  0.00, -0.44962,  0.00
878,  4.32263,  0.00, -0.44326,  0.00
879,  4.30705,  0.00, -0.4352,  0.00
880,  4.29326,  0.00, -0.4255,  0.00
881,  4.28133,  0.00, -0.41422,  0.00
882,  4.27137,  0.00, -0.40141,  0.00
883,  4.26347,  0.00, -0.38712,  0.00
884,  4.25772,  0.00, -0.37143,  0.00
885,  4.25419,  0.00, -0.35437,  0.00
886,  4.253,  0.00, -0.336,  0.00
887,  4.25713,  0.00, -0.30752,  0.00
888,  4.26856,  0.00, -0.28229,  0.00
889,  4.28581,  0.00, -0.25992,  0.00
890,  4.30745,  0.00, -0.24,  0.00
891,  4.332,  0.00, -0.22212,  0.00
892,  4.358,  0.00, -0.20587,  0.00
893,  4.384,  0.00, -0.19086,  0.00
894,  4.40855,  0.00, -0.17667,  0.00
895,  4.43019,  0.00, -0.16289,  0.00
896,  4.44744,  0.00, -0.14912,  0.00
897,  4.45886,  0.00, -0.13496,  0.00
898,  4.463,  0.00, -0.12,  0.00
899,  4.46239,  0.00, -0.11231,  0.00
900,  4.46061,  0.00, -0.10525,  0.00
901,  4.45775,  0.00, -0.09881,  0.00
902,  4.45389,  0.00, -0.093,  0.00
903,  4.44911,  0.00, -0.08781,  0.00
904,  4.4435,  0.00, -0.08325,  0.00
905,  4.43714,  0.00, -0.07931,  0.00
906,  4.43011,  0.00, -0.076,  0.00
907,  4.4225,  0.00, -0.07331,  0.00
908,  4.41438,  0.00, -0.07125,  0.00
909,  4.40586,  0.00, -0.06981,  0.00
910,  4.397,  0.00, -0.069,  0.00
911,  4.38766,  0.00, -0.0694,  0.00
912,  4.37763,  0.00, -0.07059,  0.00
913,  4.367,  0.00, -0.07259,  0.00
914,  4.35578,  0.00, -0.07541,  0.00
915,  4.34401,  0.00, -0.07904,  0.00
916,  4.33176,  0.00, -0.0835,  0.00
917,  4.31903,  0.00, -0.08879,  0.00
918,  4.30589,  0.00, -0.09493,  0.00
919,  4.29238,  0.00, -0.10191,  0.00
920,  4.27853,  0.00, -0.10974,  0.00
921,  4.26439,  0.00, -0.11844,  0.00
922,  4.25,  0.00, -0.128,  0.00
923,  4.25,  0.00, -0.032,  0.00
924,  4.2642,  0.00, -0.02489,  0.00
925,  4.27788,  0.00, -0.01855,  0.00
926,  4.29111,  0.00, -0.01294,  0.00
927,  4.304,  0.00, -0.00804,  0.00
928,  4.31664,  0.00, -0.00382,  0.00
929,  4.32913,  0.00, -0.00025,  0.00
930,  4.34155,  0.00,  0.00269,  0.00
931,  4.354,  0.00,  0.00504,  0.00
932,  4.36658,  0.00,  0.00681,  0.00
933,  4.37937,  0.00,  0.00805,  0.00
934,  4.39249,  0.00,  0.00877,  0.00
935,  4.40599,  0.00,  0.009,  0.00
936,  4.42677,  0.00,  0.00791,  0.00
937,  4.44648,  0.00,  0.00471,  0.00
938,  4.46499,  0.00, -0.00052,  0.00
939,  4.48215,  0.00, -0.00767,  0.00
940,  4.49782,  0.00, -0.01665,  0.00
941,  4.51187,  0.00, -0.02737,  0.00
942,  4.52415,  0.00, -0.03974,  0.00
943,  4.53452,  0.00, -0.05367,  0.00
944,  4.54283,  0.00, -0.06905,  0.00
945,  4.54894,  0.00, -0.08579,  0.00
946,  4.55272,  0.00, -0.10381,  0.00
947,  4.554,  0.00, -0.123,  0.00
948,  4.55343,  0.00, -0.13421,  0.00
949,  4.55165,  0.00, -0.1449,  0.00
950,  4.54862,  0.00, -0.1552,  0.00
951,  4.54426,  0.00, -0.16522,  0.00
952,  4.53849,  0.00, -0.17507,  0.00
953,  4.53125,  0.00, -0.18487,  0.00
954,  4.52246,  0.00, -0.19474,  0.00
955,  4.51207,  0.00, -0.20478,  0.00
956,  4.50001,  0.00, -0.21511,  0.00
957,  4.48618,  0.00, -0.22585,  0.00
958,  4.47053,  0.00, -0.23711,  0.00
959,  4.453,  0.00, -0.249,  0.00
960,  4.43426,  0.00, -0.26005,  0.00
961,  4.41749,  0.00, -0.27025,  0.00
962,  4.40264,  0.00, -0.27966,  0.00
963,  4.38963,  0.00, -0.28833,  0.00
964,  4.3784,  0.00, -0.29634,  0.00
965,  4.36887,  0.00, -0.30375,  0.00
966,  4.361,  0.00, -0.31062,  0.00
967,  4.3547,  0.00, -0.317,  0.00
968,  4.34992,  0.00, -0.32297,  0.00
969,  4.34659,  0.00, -0.32858,  0.00
970,  4.34464,  0.00, -0.33391,  0.00
971,  4.344,  0.00, -0.339,  0.00
972,  4.34447,  0.00, -0.34485,  0.00
973,  4.34587,  0.00, -0.35037,  0.00
974,  4.34815,  0.00, -0.35553,  0.00
975,  4.3513,  0.00, -0.3603,  0.00
976,  4.35526,  0.00, -0.36463,  0.00
977,  4.36,  0.00, -0.3685,  0.00
978,  4.3655,  0.00, -0.37187,  0.00
979,  4.3717,  0.00, -0.3747,  0.00
980,  4.37859,  0.00, -0.37697,  0.00
981,  4.38613,  0.00, -0.37863,  0.00
982,  4.39428,  0.00, -0.37965,  0.00
983,  4.403,  0.00, -0.38,  0.00
984,  4.41153,  0.00, -0.37971,  0.00
985,  4.42062,  0.00, -0.37881,  0.00
986,  4.4302,  0.00, -0.3773,  0.00
987,  4.44026,  0.00, -0.37515,  0.00
988,  4.45074,  0.00, -0.37235,  0.00
989,  4.46163,  0.00, -0.36887,  0.00
990,  4.47286,  0.00, -0.36472,  0.00
991,  4.48441,  0.00, -0.35985,  0.00
992,  4.49624,  0.00, -0.35427,  0.00
993,  4.5083,  0.00, -0.34794,  0.00
994,  4.52057,  0.00, -0.34086,  0.00
995,  4.53301,  0.00, -0.333,  0.00
996,  3.703,  0.00,  0.075,  0.00
997,  3.703,  0.00,  0.125,  0.00
998,  4.215,  0.00,  0.125,  0.00
999,  4.215,  0.00,  0.075,  0.00
1000,  3.29,  0.00, -0.569,  0.00
1001,  3.30145,  0.00, -0.57398,  0.00
1002,  3.31234,  0.00, -0.57844,  0.00
1003,  3.32275,  0.00, -0.58239,  0.00
1004,  3.33274,  0.00, -0.58585,  0.00
1005,  3.34238,  0.00, -0.58884,  0.00
1006,  3.35175,  0.00, -0.59137,  0.00
1007,  3.36091,  0.00, -0.59347,  0.00
1008,  3.36993,  0.00, -0.59515,  0.00
1009,  3.37888,  0.00, -0.59642,  0.00
1010,  3.38782,  0.00, -0.59731,  0.00
1011,  3.39684,  0.00, -0.59783,  0.00
1012,  3.406,  0.00, -0.598,  0.00
1013,  3.42344,  0.00, -0.5972,  0.00
1014,  3.43974,  0.00, -0.59482,  0.00
1015,  3.45482,  0.00, -0.59092,  0.00
1016,  3.46859,  0.00, -0.58556,  0.00
1017,  3.48102,  0.00, -0.57877,  0.00
1018,  3.492,  0.00, -0.57063,  0.00
1019,  3.50149,  0.00, -0.56116,  0.00
1020,  3.50941,  0.00, -0.55044,  0.00
1021,  3.51569,  0.00, -0.53852,  0.00
1022,  3.52026,  0.00, -0.52543,  0.00
1023,  3.52305,  0.00, -0.51124,  0.00
1024,  3.524,  0.00, -0.496,  0.00
1025,  3.52306,  0.00, -0.48103,  0.00
1026,  3.52025,  0.00, -0.46714,  0.00
1027,  3.51556,  0.00, -0.45437,  0.00
1028,  3.509,  0.00, -0.44278,  0.00
1029,  3.50056,  0.00, -0.43239,  0.00
1030,  3.49025,  0.00, -0.42325,  0.00
1031,  3.47807,  0.00, -0.4154,  0.00
1032,  3.464,  0.00, -0.40889,  0.00
1033,  3.44807,  0.00, -0.40375,  0.00
1034,  3.43025,  0.00, -0.40003,  0.00
1035,  3.41056,  0.00, -0.39776,  0.00
1036,  3.389,  0.00, -0.397,  0.00
1037,  3.389,  0.00, -0.307,  0.00
1038,  3.41225,  0.00, -0.30709,  0.00
1039,  3.43349,  0.00, -0.30494,  0.00
1040,  3.45273,  0.00, -0.30072,  0.00
1041,  3.46997,  0.00, -0.29456,  0.00
1042,  3.48518,  0.00, -0.2866,  0.00
1043,  3.49837,  0.00, -0.277,  0.00
1044,  3.50955,  0.00, -0.2659,  0.00
1045,  3.5187,  0.00, -0.25344,  0.00
1046,  3.52583,  0.00, -0.23978,  0.00
1047,  3.53092,  0.00, -0.22506,  0.00
1048,  3.53398,  0.00, -0.20941,  0.00
1049,  3.535,  0.00, -0.193,  0.00
1050,  3.53412,  0.00, -0.17699,  0.00
1051,  3.53151,  0.00, -0.16201,  0.00
1052,  3.52724,  0.00, -0.14812,  0.00
1053,  3.52137,  0.00, -0.13541,  0.00
1054,  3.51398,  0.00, -0.12393,  0.00
1055,  3.50513,  0.00, -0.11375,  0.00
1056,  3.49488,  0.00, -0.10495,  0.00
1057,  3.48329,  0.00, -0.09759,  0.00
1058,  3.47045,  0.00, -0.09175,  0.00
1059,  3.45642,  0.00, -0.08749,  0.00
1060,  3.44124,  0.00, -0.08488,  0.00
1061,  3.425,  0.00, -0.084,  0.00
1062,  3.4125,  0.00, -0.08435,  0.00
1063,  3.39999,  0.00, -0.08542,  0.00
1064,  3.38747,  0.00, -0.0872,  0.00
1065,  3.37493,  0.00, -0.0897,  0.00
1066,  3.36236,  0.00, -0.09293,  0.00
1067,  3.34975,  0.00, -0.09687,  0.00
1068,  3.3371,  0.00, -0.10155,  0.00
1069,  3.32441,  0.00, -0.10696,  0.00
1070,  3.31166,  0.00, -0.11311,  0.00
1071,  3.29884,  0.00, -0.11999,  0.00
1072,  3.28595,  0.00, -0.12762,  0.00
1073,  3.27301,  0.00, -0.136,  0.00
1074,  3.273,  0.00, -0.03,  0.00
1075,  3.28525,  0.00, -0.02398,  0.00
1076,  3.29749,  0.00, -0.01843,  0.00
1077,  3.30972,  0.00, -0.01336,  0.00
1078,  3.32192,  0.00, -0.00878,  0.00
1079,  3.3341,  0.00, -0.0047,  0.00
1080,  3.34625,  0.00, -0.00112,  0.00
1081,  3.35836,  0.00,  0.00192,  0.00
1082,  3.37041,  0.00,  0.00444,  0.00
1083,  3.3824,  0.00,  0.00642,  0.00
1084,  3.39434,  0.00,  0.00785,  0.00
1085,  3.40621,  0.00,  0.00871,  0.00
1086,  3.418,  0.00,  0.009,  0.00
1087,  3.44869,  0.00,  0.00726,  0.00
1088,  3.47768,  0.00,  0.00214,  0.00
1089,  3.50475,  0.00, -0.00619,  0.00
1090,  3.52974,  0.00, -0.01756,  0.00
1091,  3.55247,  0.00, -0.0318,  0.00
1092,  3.57275,  0.00, -0.04875,  0.00
1093,  3.59041,  0.00, -0.06824,  0.00
1094,  3.60526,  0.00, -0.09011,  0.00
1095,  3.61713,  0.00, -0.11419,  0.00
1096,  3.62583,  0.00, -0.14031,  0.00
1097,  3.63118,  0.00, -0.1683,  0.00
1098,  3.633,  0.00, -0.198,  0.00
1099,  3.63237,  0.00, -0.21549,  0.00
1100,  3.63047,  0.00, -0.23285,  0.00
1101,  3.62725,  0.00, -0.24989,  0.00
1102,  3.62271,  0.00, -0.26644,  0.00
1103,  3.6168,  0.00, -0.28233,  0.00
1104,  3.6095,  0.00, -0.29737,  0.00
1105,  3.60079,  0.00, -0.3114,  0.00
1106,  3.59063,  0.00, -0.32422,  0.00
1107,  3.579,  0.00, -0.33567,  0.00
1108,  3.56587,  0.00, -0.34557,  0.00
1109,  3.55121,  0.00, -0.35374,  0.00
1110,  3.535,  0.00, -0.36,  0.00
1111,  3.54973,  0.00, -0.3687,  0.00
1112,  3.56297,  0.00, -0.37786,  0.00
1113,  3.57474,  0.00, -0.38756,  0.00
1114,  3.58512,  0.00, -0.39789,  0.00
1115,  3.5941,  0.00, -0.40892,  0.00
1116,  3.60175,  0.00, -0.42075,  0.00
1117,  3.60811,  0.00, -0.43345,  0.00
1118,  3.61322,  0.00, -0.44711,  0.00
1119,  3.61712,  0.00, -0.46181,  0.00
1120,  3.61986,  0.00, -0.47764,  0.00
1121,  3.62147,  0.00, -0.49467,  0.00
1122,  3.622,  0.00, -0.513,  0.00
1123,  3.62037,  0.00, -0.53919,  0.00
1124,  3.61558,  0.00, -0.56368,  0.00
1125,  3.60775,  0.00, -0.58637,  0.00
1126,  3.59701,  0.00, -0.60715,  0.00
1127,  3.58346,  0.00, -0.62589,  0.00
1128,  3.56725,  0.00, -0.6425,  0.00
1129,  3.5485,  0.00, -0.65686,  0.00
1130,  3.52733,  0.00, -0.66885,  0.00
1131,  3.50387,  0.00, -0.67838,  0.00
1132,  3.47825,  0.00, -0.68532,  0.00
1133,  3.45058,  0.00, -0.68956,  0.00
1134,  3.421,  0.00, -0.691,  0.00
1135,  3.4085,  0.00, -0.69081,  0.00
1136,  3.39644,  0.00, -0.69024,  0.00
1137,  3.38478,  0.00, -0.68928,  0.00
1138,  3.37348,  0.00, -0.68793,  0.00
1139,  3.36248,  0.00, -0.68617,  0.00
1140,  3.35175,  0.00, -0.684,  0.00
1141,  3.34122,  0.00, -0.68142,  0.00
1142,  3.33086,  0.00, -0.67841,  0.00
1143,  3.32059,  0.00, -0.67497,  0.00
1144,  3.3104,  0.00, -0.67109,  0.00
1145,  3.30021,  0.00, -0.66677,  0.00
1146,  3.29,  0.00, -0.662,  0.00
1147,  3.199,  0.00, -0.682,  0.00
1148,  2.758,  0.00, -0.682,  0.00
1149,  2.758,  0.00, -0.589,  0.00
1150,  3.053,  0.00, -0.589,  0.00
1151,  2.803,  0.00, -0.029,  0.00
1152,  2.89,  0.00,  0.009,  0.00
1153,  2.646,  0.00,  0.00,  0.00
1154,  2.646,  0.00, -0.449,  0.00
1155,  2.557,  0.00, -0.449,  0.00
1156,  2.557,  0.00, -0.128,  0.00
1157,  2.54957,  0.00, -0.11815,  0.00
1158,  2.54179,  0.00, -0.1091,  0.00
1159,  2.53367,  0.00, -0.10086,  0.00
1160,  2.52526,  0.00, -0.09344,  0.00
1161,  2.51657,  0.00, -0.08686,  0.00
1162,  2.50762,  0.00, -0.08112,  0.00
1163,  2.49845,  0.00, -0.07624,  0.00
1164,  2.48908,  0.00, -0.07222,  0.00
1165,  2.47952,  0.00, -0.06908,  0.00
